individual,fitness values
[7, 6, 6, 5, 2, 5, 4, 5, 1, 6, 7, 1, 5, 4, 5, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 6, 5, 4, 6, 7, 1, 5],[25.950000,9.440875,97.161250,93.448712]
[1, 6, 5, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 2, 4, 6, 4, 7, 1, 2, 4, 1, 5, 2, 6, 3, 5, 6, 7, 5, 6, 5, 3, 6, 4, 6, 7, 5, 1],[25.900000,9.440875,89.130376,94.397187]
[4, 6, 2, 5, 2, 5, 4, 5, 1, 7, 7, 6, 6, 2, 4, 6, 4, 7, 1, 2, 4, 1, 5, 2, 6, 3, 5, 6, 7, 5, 6, 5, 3, 6, 4, 6, 7, 4, 4],[23.916667,9.360856,91.634875,94.110125]
[1, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 5, 4, 6, 1, 6, 3, 5, 6, 7, 5, 6, 5, 6, 5, 4, 6, 7, 1, 5],[34.283333,9.192081,94.366857,94.219677]
[1, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 1, 1, 1, 6, 6, 4, 3, 1, 7, 4, 6, 2, 2, 3, 6, 6, 7, 3, 4],[35.200000,9.009916,78.805840,95.581335]
[1, 6, 1, 3, 2, 5, 4, 5, 1, 6, 7, 1, 5, 4, 5, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 6, 5, 4, 6, 7, 1, 5],[28.900000,9.009916,97.912155,94.135115]
[4, 6, 6, 3, 2, 3, 6, 6, 2, 6, 7, 1, 2, 4, 6, 6, 3, 7, 4, 5, 3, 5, 1, 1, 7, 4, 3, 1, 7, 4, 6, 2, 2, 3, 6, 7, 7, 1, 3],[34.533333,9.518270,75.576422,94.593478]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 4, 1, 2, 3, 6, 4, 7, 6, 1, 1, 1, 1, 1, 7, 2, 3, 1, 7, 2, 6, 3, 2, 1, 2, 6, 7, 6, 6],[43.250000,9.278004,59.558779,96.108360]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 4, 1, 2, 3, 6, 4, 7, 5, 3, 3, 5, 4, 1, 6, 3, 3, 1, 7, 4, 6, 2, 2, 1, 2, 6, 7, 4, 2],[36.316667,8.913012,82.191781,95.637150]
[1, 6, 5, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 6, 5, 4, 6, 7, 1, 2],[29.383333,9.518270,94.376577,93.982713]
[4, 6, 2, 5, 2, 5, 4, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 6, 5, 4, 6, 7, 1, 5],[29.050000,9.360856,98.361437,93.870809]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 4, 1, 2, 3, 6, 4, 7, 6, 1, 1, 1, 1, 1, 7, 2, 3, 1, 7, 2, 6, 1, 2, 1, 2, 6, 7, 6, 3],[45.416667,9.009916,61.481567,96.316694]
[4, 6, 2, 5, 3, 4, 4, 5, 3, 6, 7, 6, 6, 2, 4, 6, 5, 7, 5, 3, 3, 5, 4, 4, 6, 5, 1, 5, 7, 4, 6, 5, 1, 3, 5, 6, 7, 6, 4],[23.666667,9.102821,104.875696,93.613676]
[4, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 5, 4, 6, 1, 6, 3, 5, 6, 7, 5, 6, 5, 6, 5, 4, 6, 7, 1, 5],[33.533333,9.192081,95.753152,94.134207]
[1, 6, 2, 4, 5, 4, 1, 1, 5, 6, 7, 4, 1, 2, 3, 6, 4, 7, 6, 1, 1, 1, 4, 6, 6, 4, 2, 1, 7, 2, 6, 5, 2, 1, 2, 6, 7, 3, 4],[29.316667,8.705506,81.749151,95.711262]
[1, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 1, 1, 1, 6, 6, 3, 2, 1, 7, 1, 6, 1, 2, 1, 2, 6, 7, 6, 4],[41.283333,8.913012,69.095222,96.307428]
[1, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 1, 1, 1, 6, 6, 3, 6, 3, 7, 6, 6, 1, 4, 1, 2, 6, 7, 6, 4],[42.533333,9.360856,70.149397,95.763977]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 5, 4, 6, 1, 7, 4, 3, 1, 7, 4, 6, 1, 2, 3, 6, 6, 7, 4, 4],[44.650000,9.192081,78.109990,94.946501]
[1, 7, 5, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 6, 5, 4, 6, 7, 1, 4],[30.383333,9.192081,96.456019,93.158498]
[4, 6, 1, 6, 4, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 3, 5, 4, 6, 7, 1, 1],[31.916667,9.518270,86.268763,94.487448]
[4, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 5, 4, 5, 1, 6, 3, 5, 6, 7, 5, 6, 5, 6, 5, 4, 6, 7, 6, 2],[31.733333,9.278004,93.708396,94.196894]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 5, 4, 6, 1, 7, 4, 3, 1, 7, 6, 6, 1, 2, 3, 6, 6, 7, 4, 2],[47.350000,9.360856,72.082386,95.144872]
[4, 6, 1, 6, 4, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 3, 5, 4, 6, 7, 1, 5],[31.916667,9.518270,91.097077,94.154115]
[2, 6, 1, 2, 3, 4, 4, 5, 3, 6, 7, 6, 6, 2, 4, 6, 5, 7, 5, 2, 4, 1, 5, 2, 6, 3, 5, 6, 7, 5, 6, 6, 3, 5, 2, 6, 7, 4, 3],[26.516667,9.440875,87.614496,94.523361]
[1, 7, 5, 3, 2, 4, 6, 6, 2, 7, 7, 1, 5, 4, 4, 6, 3, 7, 6, 1, 5, 4, 6, 1, 6, 3, 5, 6, 7, 5, 6, 5, 6, 5, 4, 6, 7, 1, 5],[33.633333,9.102821,95.603353,92.952979]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 4, 4, 2, 7, 4, 2, 6, 7, 2, 6, 6, 2, 1, 2, 6, 7, 4, 3],[39.433333,9.440875,76.261483,94.953958]
[1, 6, 5, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 5, 1, 6, 7, 4, 3, 1, 7, 4, 6, 2, 2, 3, 6, 6, 7, 3, 4],[36.250000,9.278004,89.046308,94.151570]
[7, 6, 6, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 5, 1, 1, 7, 4, 3, 1, 7, 4, 6, 3, 4, 3, 6, 7, 7, 3, 4],[32.966667,9.518270,82.165724,93.834727]
[4, 6, 2, 5, 3, 4, 4, 5, 3, 6, 7, 6, 6, 2, 4, 6, 5, 7, 5, 3, 3, 5, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 3, 6, 4, 6, 7, 5, 1],[21.033333,9.440875,99.724015,93.720174]
[1, 6, 1, 3, 2, 4, 6, 3, 2, 6, 7, 4, 1, 1, 4, 6, 1, 7, 1, 1, 1, 1, 1, 6, 6, 3, 2, 1, 7, 1, 6, 1, 2, 1, 2, 6, 7, 6, 4],[42.000000,9.009916,58.080369,96.966169]
[1, 6, 1, 3, 2, 5, 4, 5, 4, 6, 7, 2, 4, 5, 5, 6, 1, 7, 2, 5, 4, 3, 1, 4, 6, 1, 5, 2, 7, 5, 6, 3, 4, 2, 3, 6, 7, 2, 5],[24.316667,8.476091,95.521870,94.934174]
[4, 6, 2, 5, 3, 4, 4, 5, 3, 6, 7, 6, 6, 2, 4, 6, 6, 7, 5, 3, 3, 5, 4, 3, 7, 4, 1, 6, 7, 2, 6, 1, 2, 1, 2, 6, 7, 6, 1],[36.616667,9.518270,74.162895,94.765196]
[1, 6, 1, 3, 2, 5, 4, 5, 1, 6, 7, 1, 5, 4, 5, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 5, 6, 7, 5, 6, 6, 4, 3, 2, 6, 7, 3, 2],[27.016667,9.102821,91.416476,94.678563]
[1, 7, 5, 3, 2, 4, 6, 6, 2, 7, 7, 1, 5, 4, 4, 6, 3, 7, 6, 1, 5, 4, 6, 1, 6, 3, 5, 6, 7, 5, 6, 5, 6, 5, 4, 6, 7, 3, 4],[32.300000,9.102821,97.131147,92.912943]
[4, 6, 2, 5, 2, 5, 4, 5, 4, 6, 7, 2, 4, 5, 5, 6, 3, 7, 6, 1, 1, 1, 1, 6, 6, 3, 6, 3, 7, 6, 6, 1, 4, 1, 2, 6, 7, 6, 4],[37.100000,9.360856,80.628248,95.089991]
[4, 6, 6, 3, 2, 3, 6, 6, 2, 6, 7, 1, 2, 4, 6, 6, 3, 7, 4, 5, 3, 5, 1, 1, 7, 4, 3, 1, 7, 4, 6, 2, 2, 3, 6, 7, 7, 1, 5],[34.133333,9.518270,77.108899,94.435583]
[1, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 2, 2, 1, 4, 6, 1, 7, 1, 2, 4, 1, 5, 2, 6, 3, 5, 6, 7, 5, 6, 5, 3, 6, 4, 6, 7, 5, 1],[25.050000,9.102821,81.902415,95.234678]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 1, 4, 6, 6, 4, 2, 1, 7, 2, 6, 5, 2, 1, 2, 6, 7, 3, 4],[38.816667,9.192081,76.800236,95.641714]
[1, 6, 2, 4, 5, 4, 1, 1, 5, 6, 7, 4, 1, 2, 3, 6, 4, 7, 6, 1, 1, 1, 4, 6, 6, 4, 2, 1, 7, 2, 6, 5, 2, 1, 2, 6, 7, 1, 5],[29.983333,8.705506,80.221357,95.751298]
[4, 6, 1, 6, 4, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 3, 3, 4, 6, 7, 5, 1],[31.516667,9.518270,87.955162,94.423121]
[4, 6, 2, 5, 3, 4, 4, 5, 3, 6, 7, 6, 6, 2, 4, 6, 5, 7, 5, 3, 3, 5, 4, 4, 6, 5, 1, 5, 7, 4, 6, 5, 1, 3, 5, 6, 7, 6, 5],[23.616667,9.102821,105.545127,93.536753]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 1, 4, 6, 7, 2, 3, 1, 7, 2, 6, 1, 2, 1, 2, 6, 7, 6, 1],[46.016667,9.192081,63.058989,96.016992]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 1, 2, 4, 6, 4, 1, 7, 2, 7, 1, 7, 6, 6, 1, 1, 1, 2, 6, 7, 3, 4],[54.733333,9.440875,58.789330,95.141664]
[1, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 2, 2, 1, 4, 6, 1, 7, 1, 2, 4, 1, 5, 2, 6, 3, 5, 6, 7, 6, 6, 1, 2, 1, 2, 6, 7, 3, 4],[35.250000,9.009916,73.299454,95.931750]
[4, 6, 2, 5, 2, 5, 4, 5, 4, 6, 7, 2, 4, 5, 5, 6, 3, 7, 6, 1, 1, 1, 1, 6, 6, 3, 6, 3, 7, 6, 6, 1, 4, 1, 2, 6, 7, 6, 2],[37.350000,9.360856,78.548807,95.256311]
[1, 6, 5, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 5, 1, 6, 6, 5, 1, 5, 7, 4, 6, 5, 1, 3, 5, 6, 7, 2, 3],[28.783333,9.192081,97.911062,94.049746]
[1, 6, 1, 3, 2, 4, 6, 3, 2, 6, 7, 4, 1, 1, 4, 6, 4, 7, 1, 2, 4, 5, 4, 5, 6, 3, 3, 1, 7, 4, 6, 2, 2, 1, 2, 6, 7, 4, 2],[31.983333,8.705506,84.623443,95.639627]
[7, 6, 6, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 5, 1, 1, 7, 4, 3, 1, 7, 4, 6, 2, 2, 3, 6, 7, 7, 3, 2],[34.883333,9.518270,77.483593,94.197276]
[1, 6, 1, 5, 4, 3, 5, 5, 3, 6, 7, 6, 6, 2, 4, 6, 5, 7, 5, 3, 3, 5, 4, 4, 6, 5, 1, 5, 7, 4, 6, 5, 1, 3, 5, 6, 7, 3, 4],[25.700000,8.913012,103.380127,93.846935]
[1, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 1, 1, 1, 6, 6, 3, 5, 6, 7, 5, 6, 5, 3, 3, 4, 6, 7, 5, 1],[27.450000,9.009916,85.356959,95.074715]
[1, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 1, 1, 1, 6, 6, 3, 2, 1, 7, 1, 6, 1, 2, 1, 2, 6, 7, 1, 2],[39.533333,8.705506,68.016412,96.612637]
[4, 6, 1, 6, 4, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 2, 1, 7, 1, 6, 1, 2, 1, 2, 6, 7, 6, 1],[44.600000,9.440875,67.534542,95.912244]
[1, 6, 5, 3, 2, 4, 6, 6, 2, 6, 7, 2, 2, 1, 4, 6, 1, 7, 1, 2, 4, 1, 5, 2, 6, 3, 5, 6, 7, 5, 6, 5, 3, 6, 4, 6, 7, 5, 1],[25.000000,9.440875,81.752617,94.901229]
[1, 6, 1, 3, 2, 4, 6, 3, 2, 6, 7, 4, 1, 1, 4, 6, 1, 7, 1, 1, 1, 1, 1, 6, 6, 3, 2, 1, 7, 1, 6, 1, 2, 1, 2, 6, 7, 6, 5],[41.950000,9.009916,58.749800,96.889246]
[1, 6, 1, 3, 2, 4, 6, 3, 2, 6, 7, 4, 1, 1, 4, 6, 2, 7, 1, 1, 1, 1, 1, 6, 6, 3, 7, 1, 7, 6, 6, 1, 2, 1, 2, 6, 7, 3, 4],[47.916667,9.009916,60.422858,96.117426]
[1, 6, 2, 5, 2, 5, 4, 5, 4, 6, 7, 2, 4, 5, 5, 6, 1, 7, 2, 5, 4, 3, 1, 4, 6, 1, 5, 6, 7, 5, 6, 6, 6, 5, 4, 6, 7, 1, 5],[24.650000,9.278004,91.149454,94.295519]
[1, 6, 1, 5, 4, 5, 3, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 1, 4, 6, 7, 2, 3, 1, 7, 2, 6, 1, 2, 1, 2, 6, 7, 6, 5],[43.450000,9.009916,72.436233,95.493603]
[4, 6, 2, 5, 3, 3, 4, 5, 4, 6, 7, 2, 4, 5, 5, 6, 1, 7, 2, 5, 4, 3, 1, 4, 6, 1, 5, 2, 7, 5, 6, 3, 4, 1, 4, 7, 7, 4, 4],[21.200000,8.351388,100.279834,94.480792]
[1, 6, 1, 3, 2, 4, 6, 3, 2, 6, 7, 4, 1, 1, 4, 6, 1, 7, 1, 1, 1, 1, 1, 6, 6, 3, 2, 1, 7, 1, 6, 1, 2, 1, 4, 6, 7, 5, 1],[39.200000,8.811702,60.220435,96.972926]
[4, 6, 1, 3, 2, 5, 6, 6, 2, 6, 7, 4, 2, 2, 4, 6, 4, 7, 6, 1, 1, 1, 1, 1, 7, 2, 7, 1, 7, 6, 6, 1, 6, 5, 4, 6, 7, 1, 5],[50.033333,9.192081,66.159722,94.863268]
[1, 6, 1, 1, 7, 4, 3, 6, 3, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 2, 4, 6, 1, 6, 6, 3, 7, 1, 7, 6, 6, 1, 2, 1, 2, 6, 7, 3, 4],[54.483333,9.518270,61.587095,95.076961]
[1, 6, 1, 3, 2, 4, 6, 3, 2, 6, 7, 4, 1, 1, 4, 6, 2, 7, 1, 1, 1, 6, 1, 6, 6, 3, 7, 1, 7, 6, 6, 1, 2, 1, 2, 6, 7, 3, 4],[51.250000,9.360856,57.804149,95.839648]
[1, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 1, 5, 2, 2, 6, 3, 7, 6, 1, 1, 1, 1, 6, 6, 3, 2, 1, 7, 1, 6, 1, 2, 1, 2, 6, 7, 1, 2],[39.783333,8.705506,66.630118,96.723517]
[1, 6, 1, 3, 2, 4, 5, 6, 2, 6, 7, 1, 1, 4, 6, 6, 3, 7, 4, 5, 3, 1, 4, 6, 7, 4, 3, 1, 7, 2, 6, 1, 2, 1, 2, 6, 7, 6, 3],[45.350000,9.009916,69.318035,95.758682]
[4, 6, 2, 6, 4, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 2, 1, 7, 1, 6, 1, 2, 1, 2, 6, 7, 6, 1],[40.600000,9.440875,71.000278,95.762094]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 5, 1, 1, 7, 4, 7, 1, 7, 6, 6, 1, 2, 1, 2, 6, 7, 3, 4],[51.050000,9.102821,72.345600,94.666077]
[1, 6, 1, 3, 2, 4, 6, 3, 2, 6, 7, 4, 1, 1, 4, 6, 1, 7, 1, 1, 1, 1, 1, 6, 6, 3, 2, 1, 7, 2, 6, 1, 2, 1, 2, 6, 7, 3, 4],[38.583333,8.811702,62.664520,96.928039]
[1, 6, 1, 3, 2, 4, 5, 6, 2, 6, 7, 1, 1, 4, 6, 6, 3, 7, 4, 5, 3, 1, 1, 6, 7, 3, 3, 1, 7, 4, 6, 1, 2, 1, 2, 6, 7, 4, 4],[43.766667,8.811702,72.803574,95.728212]
[4, 6, 2, 5, 2, 5, 4, 5, 4, 6, 7, 1, 5, 5, 5, 6, 3, 7, 6, 1, 1, 1, 1, 6, 6, 3, 6, 3, 7, 6, 6, 1, 4, 1, 2, 6, 7, 6, 2],[38.850000,9.360856,77.608799,95.265089]
[4, 6, 1, 6, 4, 4, 6, 6, 2, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 4, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 3, 3, 4, 6, 7, 5, 5],[31.516667,9.518270,92.783476,94.089788]
[1, 6, 1, 3, 2, 4, 6, 3, 2, 6, 7, 4, 1, 1, 4, 6, 1, 7, 1, 1, 1, 1, 1, 6, 6, 3, 2, 1, 7, 1, 6, 1, 2, 1, 4, 6, 7, 5, 6],[40.150000,9.102821,58.297648,96.764593]
[1, 6, 1, 5, 2, 5, 4, 5, 4, 6, 7, 2, 4, 5, 5, 6, 1, 7, 2, 5, 4, 3, 1, 4, 6, 1, 5, 6, 7, 5, 6, 5, 2, 1, 2, 6, 7, 6, 1],[28.300000,9.009916,83.318028,95.093596]
[4, 6, 1, 3, 2, 5, 6, 6, 2, 6, 7, 4, 2, 2, 4, 6, 4, 7, 1, 2, 4, 5, 4, 5, 6, 3, 3, 1, 7, 4, 6, 2, 2, 1, 2, 6, 7, 4, 2],[33.766667,8.913012,86.155920,95.360825]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 4, 6, 3, 7, 6, 1, 5, 4, 6, 1, 6, 3, 1, 6, 7, 2, 6, 1, 2, 1, 2, 6, 7, 6, 4],[48.233333,9.518270,69.815439,95.676249]
[1, 7, 5, 3, 2, 4, 6, 6, 2, 7, 7, 1, 5, 4, 6, 6, 3, 7, 4, 5, 3, 5, 1, 1, 7, 4, 7, 1, 7, 6, 6, 1, 2, 1, 2, 6, 7, 3, 4],[45.450000,8.593860,80.392790,93.288153]
[1, 6, 1, 3, 2, 4, 6, 6, 2, 6, 7, 1, 5, 4, 2, 6, 3, 7, 6, 1, 5, 4, 6, 1, 7, 4, 3, 1, 7, 6, 6, 5, 6, 5, 4, 6, 7, 1, 4],[44.400000,9.278004,81.505399,94.531358]
[1, 6, 5, 3, 5, 4, 1, 1, 5, 6, 7, 4, 1, 2, 3, 6, 4, 7, 6, 1, 1, 1, 4, 6, 6, 4, 2, 1, 7, 2, 6, 5, 2, 1, 2, 6, 7, 3, 5],[27.816667,8.705506,86.424671,95.282914]
[1, 6, 1, 1, 7, 4, 3, 6, 3, 6, 7, 1, 5, 4, 6, 6, 3, 7, 4, 2, 4, 6, 4, 1, 7, 2, 7, 1, 7, 6, 6, 1, 2, 1, 2, 6, 7, 6, 3],[55.316667,9.440875,57.627098,94.904828]
[4, 6, 1, 6, 4, 4, 6, 6, 2, 6, 7, 1, 5, 4, 4, 6, 1, 7, 1, 2, 4, 1, 5, 2, 6, 3, 5, 6, 7, 6, 6, 1, 2, 1, 2, 6, 7, 3, 4],[41.116667,9.518270,67.202927,95.717975]
[4, 6, 1, 3, 2, 5, 6, 6, 2, 6, 7, 4, 2, 2, 4, 6, 4, 7, 6, 1, 1, 1, 1, 6, 6, 3, 2, 1, 7, 1, 6, 1, 2, 1, 2, 6, 7, 6, 4],[42.783333,9.278004,64.821551,96.276042]
[4, 6, 1, 5, 4, 3, 5, 4, 2, 6, 7, 6, 6, 2, 4, 6, 5, 7, 5, 3, 3, 5, 4, 2, 6, 3, 5, 6, 7, 5, 6, 5, 3, 6, 4, 6, 7, 5, 1],[25.033333,9.440875,94.754202,93.982663]
